formula
C4 Bi1 N4 Rb1 S4
Mn5 Si2
H18.38 Ag0.62 O19 P3 Zn2
Bi5 Cu1 Pb1 S9
H2 Ba1 O5 Ru1
Cu3 Na2 O12 Si4
Al1 O9 P3
Cl1 Fe2 O4 P1
H4 Li2 N1 O9 P3
H2 Cl1 Na1 O5
O2 Si1
Ba1 Ni1 O3
O2 Si1
C10 H20 K6 O34 U2
Cu1 K2 N6 O12 Sr1
K2 N6 Ni1 O12 Sr1
C1.484 B13.777
H2 Cl1 Na1 O5
Hf1 S5 Y2
Nb2 O7 Sr2
H1 Ca2 N1
Ba2 Mn1 O6 W1
F1.8 Nb0.55 O1.1 Zr0.45
Fe0.16 Se1.94 Zr1
Fe0.4 Se2 Zr1
As3 Ca1
H6 Cu1 O6 Sn1
O5 V3
O11 V6
O13 V7
O2 V1
Cr1 Cs2 F6 Na1
Cs2 F6 Fe1 Na1
Cs2 F6 Ga1 Li1
Si2 U1
Na0.33 O3 W1
Na0.48 O3 W1
I2 S1 Sn2
I2 S1 Sn2
Br1 Cu1 Te1
H3 K2 Mo12 O41 P1
H0.9 K2.7 Mo12 O40.3 P1
H8.4 K0.9 Mo12 N2.1 O40 P1
H11.6 Mo12 N2.6 O40.4 P1
H7.2 K1.2 Mo12 N1.8 O40 P1
F6 S1
N1 Na3 O3
H26 K8 O52 Si1 W11
Cu1.8 Se1
Cu3 Se2
Cu1 Se1
Cu1 Se2
Cu1 Se2
In1 O3 Y1
Al2 Ca1 O4
O7 S1 Te2
Hg1 K6 S4
H22 As4 Mg3.5 O26 Zn1.5
I2 S1 Sn2
I10 Pb1 Tl6
Cr2 O6 U1
Cr2 O6 U1
Ba15 Fe7 S25
Ba3 Fe1 S5
Cs2 F6 Sn1
Cu1 Li1 O1
Fe0.1482 O2 Ti0.8882
Mg1 O3 V1
Al1 F4 K1
Fe1 I3 O9
Al22 O34 Tl2
Li0.36 O3 W1
Na0.73 O3 W1
Na0.54 O3 W1
La0.14 O3 W1
H1 Ca2 N1
H2 Ni3 O8 Te2
H2 Co3 O8 Te2
B5 Bi3 O12
B51.678 Fe1.062
Cd1 N2 O6
Al21.83 K2.6 O33.9
Al21.7 Co0.2 K2.7 O33.8
C4 H6 K2 N4 O3 Pt1
H19 B13
H6 Fe3 O11 P2
H3 Fe3 O11 P2
H4 F1 N1 O6 V3
H3 Mo2 Na1 O10 Zn2
C20 Br2 Mn4 O20 Sn2
O9 P2 Si1 V1
F2 Sn1
As2 F12 O2 S1 Se8 Te2
As2 F12 Se6.22 Te3.66
I3 P1
H6 F2 K2 O6 Te1
C4 H6.4 Br0.304 K2 N4 O3.2 Pt1
C4 H6.44 Br0.304 K2 N4 O3.22 Pt1
Fe1 S2
Mn1 Nb1 O6 Ta1
Br2 F10 Ge1
F6 U1
H15.62 Al4.03 Ba2.02 O27.81 Si5.97
H12 Ca1 N2 O14 P4
Co2 Sm5
H10 N2 O16 U2
H13 O16 P3 Zn2
H5 K0.31 Mo4.85 O18
H29 Al10 K13.5 O56 Si10
Fe2 S4 Si1
Fe2 Ge1 S4
Ga3.46 O48 Ti21.54
Rh2 Y3
O15 S2 Sb6
B1 Ca2 Cl1 O3
Mo7 O22 Tl2
Al1 Sr1
H12 Na3 O15 P3
H1 K1 O4 S1
H12 Ba3 O24 P6
H20 Cd3 O28 P6
Ga1 S0.59 Se0.41
Pd5 Pu3
Ce1 K1 S2
Ba2 Cl2 Cu3 O4
Cu2 S4 Sn1 Sr1
La1 P5
Nd1 P5
H10 N3 O8 P3
As4 S4
C2 H8 F1 N2 O6 V1
Cs6 K7
H4 I1 O7 V1
Ag10 S11 Si3
Cs1 O4 Tc1
K0.51 Mn0.94 O2
Ga2 Ge2 O8 Sr1
Ba1 Ga2 Ge2 O8
H12 Cu1 N6 O6
As0.26 In1.72 S3
In1.88 S3 Sb0.112
Cu1 N6 O12 Pb1 Rb2
Ba3 O9 Ta2 Zn1
Ag1 N1 O3
Ba3 O9 Ta1.98 Zn0.97
Ca2 Nd4 O20 Ti6
Cu2 F1 O4 P1
Bi6.333 Br1 S9
H6 Mn1 O6 S1
H2.47 Ca1 N2 O7.235
K1 N1 O3
K1 N1 O3
Cl1 O4 Rb1 S1 Zn1
Cl1 O4 S1 Tl1 Zn1
C4 Na2 O8 Sn1
F4 Na1 Ti1
H22 As1 Na3 O13 S2
O73 W25
Mn1 O2
F2 Mg1
B2 Nb1 O6 Rb1
Cu8 Hf3
O3 S2 Tl2
H3 Nd1 O3
H3 Nd1 O3
La1 O4 V1
Na1 Nd1 O12 P4
Ca1 Ge2 Mn2
Ge2 Mn2 Sr1
Ba1 Ge2 Mn2
Ba1 Mn2 Sn2
Ca1 Co2 Ge2
Co2 Ge2 Sr1
Ca1 Ge2 Ni2
Ge2 Ni2 Sr1
Cu2 Ge2 Sr1
Ge2 Sr1 Zn2
Au2 Ca1 Si2
Au2 Si2 Sr1
Ag2 Sn2 Sr1
Ga2 Mn1 Se4
Cl5 Pb2 Tl1
H4 Cl5 N1 Pb2
Dy2 Se3
H12 Au1 N7 O9
C4 H12 F1 Na3 O15 V1
Si1 Sr2
K6 N14 P12 S12
As1 Br3 Ca3
Cl2 Cu3 O4 Sr2
H2 K1 N1
Fe1 Nb1 O4
S3 Tm2
As1 Zn1
As1 Cd1
Ca11 Sb10
Bi10 Ca11
Cl1 Hg2 O12 S3 Tl3
Cl1 Hg2 O12 Rb3 S3
H6 Br3 N1 O1 Sn1
Cs2 O4 S1
Cu41 Sn11
N0.357 Nb0.77
N0.64 Nb1
C1.82 B49.94
B50.06 N1.87
C2 B13
Cl2 Tm1
Ga1 Ge2 Ni4
La2 Ni3
Li1 Nb1 O2
B103.92 Cu4.14
Ni3 S2 Sn2
Al4 Mo2 Yb1
Ge2 Pt3
Al2.856 Fe14.144 Tb2
Al1 Pt2
C2 La2 O2
H10 Al1 Ca2 Cl1 O12
H6 Al1 Ca2 Cl1 O10
Na1 O12 P3 Zr2
H102 As14 K7.5 Na34.5 O311 Th12 W60
Na3 O12 P1 Si2 Zr2
Bi2 Cl1 In1 S4
Fe1 O16 Rb2 V6
Fe3 O38 Sr1 V18
Cs2 Fe1 O16 V6
Ga2 S3
Ga11 Na1.8 O17
Cr8 K2 O16
Ga1 Gd1 O3
Li1 O8 Ta3
Mg1 O3 Se1
Mn1 O3 Se1
Co1 O3 Se1
Ni1 O3 Se1
Cu1 O3 Se1
O3 Se1 Zn1
Co1 O3 Te1
In2 Te5
Ca3.22 N20 O1 Si11 Yb3.79
H10 In3 N1 O14 S2
Br2 F8 Pb1
H12 Cl2 Mg1 O6
Er1 K3 O7 Si2
Er1 K3 O7 Si2
O5 Sc1.37 Si1 Y0.63
H4 Be2 Na4 O20 Si6 Sn1
O7 Sr2 Ta2
Bi12 Cl6 O15
Cu1 O5 Se2
Cl6 K2 Sn1
H8 Cl6 N2 Sn1
In1 Te1
Co7 Gd12
Co7 Tb12
Co7 Dy12
Co7 Ho12
Co7 Er12
S6 Sc1 U3
O7 S1 Te2
Ge1 Se2
Ba1 Ga2 Ge2 O8
Ca0.068 Fe2.46 Li1.21 Mg0.144 Mn1.33 Na0.054 O16 P3.86
O12 S3 Sb2
Ba1 Li1 O14 P3 Sb2
Er1 Na3 O8 V2
Cd13 I2 P4 S22
H28 Mg3 N2 O24 P4
Cu1.5 Mn1.5 O4
Cu1 Mg0.5 Mn1.5 O4
Cu1.5 Mn1.5 O4
H4 As1 Fe1 O6
O9 P2 Si1 V1
O5 P0.92 V1.08
Cl5 Cs3 Hg1
H18 Cl5 Cr1 N6 Zn1
F6 K1 Sb1
H4 Cl1 N1 O4
H2 N1 O5 Pr1
Hg1 Li2 O12 P4
Cd1 Li2 O12 P4
H8 N2 O13 P4 Si1
Li1 O3 P1
O8 Re1 Sm3
Ge4 S10 Tl4
Cl1 Cu1 Te2
S2 Sr1
O7 S1 Te2
C1 H1 O4 Y1
As1 Na3 S3
Al3 Cs2 F12 Na1
Cl1 F1 Sn1
F10 K1 Yb3
O3 Sr1 Zr1
H6 O21 P6 Pb3
H2 Cd2 O6 S1
H2 Cd2 O6 S1
Al2 Ca1 O8 Si2
Cr1 Er2 S4
H1 O4 P1 Sn1
F5 U1
Cl4 Co1 K2
Cl4 Co1 K2
C1 K2 O3
H2 Ce1 O6 S1
Li1 Mn2 O4
Li1 Mn2 O4
Li1 Mn2 O4
Co0.768 F2.4 O25.6 P6 Sr10
H0.4 Co0.756 F1.6 O26.4 P6 Sr10
H0.12 Co0.04 F3.6 O24.4 P6 Sr10
Ca0.84 Mo1 O4 Sr0.16
H2 O4 S2 Sr1
Ag1 Cu4.5 O24 P6 Sr4
Al2 Ca1 Pt1
Al2 Pt1 Sr1
Cu18 O48 Y18
Al72 Au2.5 Ir29.5
H1 B1 Cs1 Mn1 O9 P2
H4.9 B1 Cs0.51 Mn1.17 O10.45 P2
H2 B1 Cs1 O8 P2
H12 F6 N3 O1 Ta1
H24 F15.66 N6 O0.166 Ta2
H11 F7.5 N2.75 O0.125 Ta1
H11 F7.5 N2.75 O0.125 Ta1
H12 F7 N5 O1 Ru1 Si1
Al2 Eu1 Pt1
Al2 Ba1 Pt1
F4 U1
Cr3 F24 O2 Xe2
Al9.12 Ca5.98 Fe30.7 Mg5.34 O72 Si0.86
Al18.241 Ca11.96 Fe61.4 Mg10.68 O144 Si1.72
H8 F7 N2 Ta1
F7 Rb2 Ta1
F7 Rb2 Ta1
F6 O1 Rb3 Ta1
H16 Cu6.76 O21 S2 Zn1
B4 Bi0.037 Fe3 Ho0.963 O12
B4 Bi0.037 Fe3 Ho0.963 O12
B4 Bi0.037 Fe3 Ho0.963 O12
B4 Bi0.037 Fe3 Ho0.963 O12
B4 Bi0.037 Fe3 Ho0.963 O12
B4 Bi0.037 Fe3 Ho0.963 O12
B4 Bi0.037 Fe3 Ho0.963 O12
B4 Bi0.037 Fe3 Ho0.963 O12
B4 Bi0.037 Fe3 Ho0.963 O12
Br3 F6 Ir1
Br3 F6 Sb1
Cl6 U1
Cl6 U1
Br10 U2
Cl1 K1 O4
H16 Mg1 N1 O10 P1
H2 Li2 O5 S1
Ge6 La2 Mg1
Ag1 Ge6 La2
Cu1 Ge6 La2
Ge6 La2 Li1
Cr1 F28 Xe4
H2 Cr2 F20 O2 Xe2
Cr2 F18 O2 Xe2
Cr2 F26 O4 Xe4
Cr3 F29 O3 Xe3
H12 B19 K7 N6 Ni1 O54
Al1 Li1 O4 Sr2
Al2 Li2 O8 Sr4
Al1 Ba0.15 Li1 O4 Sr1.85
Al1.1 Li0.9 N0.2 O3.8 Sr2
Ba1 Cu2.6 Zn2.4
H10 F6 N4 Si1
Al1.881 As0.639 Cu0.01 Fe0.02 K0.99 O8 P0.05 Si1.48
Ni5 P4
B4 Ba2.95 Bi1.26 Eu0.79 O12
H10 Fe3 K5 O30 S6
H20 Fe3 K5 O35 S6
B4 Ba2.968 Bi1.94 Eu0.09 O12
B4 Ba3.06 Bi0.33 Eu1.61 O12
Na3 O4 Sb1
Bi1 Na3 O4
Na3 O4 Ta1
Ga2 P2 Rb2 S9
Fe0.072 Mg1.77 O4 Si1
Fe0.02 Mg1.31 O4 Si1.33
H9 Al2 Cl1.167 O7
Ca0.02 K0.05 Na1.92 O4 S0.99 Zn0.01
Ca0.09 Cu0.01 K0.22 Mg0.01 Na1.54 O4 S1
Ca0.05 Cu0.04 K0.11 Mg0.01 Na1.65 O4 S1.01
H16 Al0.01 Ca3.99 Cs0.75 F0.97 K0.24 Na0.01 O28.03 Si8.01
Ba0.5 Co0.69 Fe0.2 Ni0.1 O2.685 Sr0.5
F1.3 Li1 O3.6 P0.9 V1
Cu40.5 Sn11
Cu39 Ni4 Sn11
H3 N1 O3 S1
H3 N1 O3 S1
C6 Cr1 Cs2 Li1 N6
C6 H18 Co1 Cr1 N12
C6 H18 Co1 Cr1 N12
Cd4 K1 O12 V3
Br3 Cd1 Rb1
H2 Cd1 I3 O1 Rb1
As2 Eu2
O4 Pb1 W1
C16 O16 Os5
Cl4 Co1 Na2
Cl4 Na2 Zn1
H4 Be2 N1 O10 P3
As1 F7 Sn1
Cl3 Mn1 Rb1
H4 Cl5 N1 Pb2
H4 Al1 O6 P1
O12 Y4 Zr3
Cr1 P1 S4
Ge1 Pt1 Se1
Al8 Cr5
F1 Li1 O4 P1 V1
H6 Al6 Na8 O28 Si6
Be2 O7 Rb2 Si2
H3 Nb33 O90 Tl10.5
C1 H4 N1 Na1 O2
Au9 In4
Ag9 In4
Cu4 S4 Sn1
Be13 Sb1
C4 H4 Br2 N4 Na2 O2 Pt1
O3 W1
H2 Cs3 O10 P3
H8 N2 O4 Se1
H12 N4 O10 P4
H4 N1 O12 P4 Pr1
Ba9 Fe16 S32
H25 Cl4 Co2 N7 O3
C2 Ag1 N3
Fe2 O4 Si1
Co2 O4 Si1
Fe4 Mn85.24 Si20.07
Cs0.35 O7 V3
Cs0.3 O5 V2
Cs2 O13 V5
Cs1 O5 V2
C4 H8 Ba1 N4 O4 Pt1
C4 Br2 N4 Pt1 Rb2
Li2 O3 Si1
As1 Na1 S2
H1 Li0.92 Mg0.34 Mn3.66 Na0.08 O15 Si5
K2 O12 P4 Pb1
Al2 O3
Al1 O3 Tm1
Co2 O4 Si1
Cs4 O1
H12 As1 N3 S4
Ca1 Sb2
Ag4 K2 S3
Li3 Mg2 Nb1 O6
F6 K2 Zr1
La1 Na3 O8 V2
Cs4 O36 P12 Pb1 Tb2
Cl1 Zr1
Cl1 Zr1
S8
C4 H3 K1.75 N4 O1.5 Pt1
H1 Cs1 N2 O6
Ca8 La1 O28 P7 Zn1
Ca7.68 Eu0.5 La0.5 O28 P7 Zn1
Ca8 Eu1 O28 P7 Zn1
Fe1 O3.03 Y1
Fe1 O3 Sr0.05 Y0.95
Fe1 O3.05 Sr0.1 Y0.9
Fe1 O3 Sr0.125 Y0.875
Fe2 O6.51 Sr3
Fe2 O6.52 Sr2.875 Y0.125
Fe2 O6.57 Sr2.75 Y0.25
Al0.0432 Fe2.91 Mg0.0132 Mn0.0216 O4 Ti0.0114
Li1.988 Mn1.5 Ni0.5 O3.94
La3 Li6.63 O12 Ta0.326 Zr1.676
F10 O2 Se2 Xe1
F30 O6 Te6 U1
H2 Co3 O9 P2
C20 Cl2 In2 Mn4 O20
C20 Br2 In2 Mn4 O20
C20 I2 In2 Mn4 O20
H6 Ru1 Yb2
La3 Li6.7 O12 Ta0.3 Zr1.7
La3 Li6.42 O12 Ta0.484 Zr1.518
La3 Li6.5 O12 Ta0.5 Zr1.5
Cu1 I3 K1 O9
Fe1.4445 Na1.473 O3
Bi1 I1 O4
H8 Mo1 N2 S4
As1 Cl1 Cu2 O4
As1 Cl1 Co2 O4
Cl3 Mn8 O10
H15 O46 P1 W12
Cu1 Na2 O10 Si4
Bi1 I1 O1
H12 N6 Rb2 Sn1
H15 O46 P1 W12
Eu5 S12 Sn3
H10 Mg1 Mo1 O9
H12 K2 N6 Sn1
Al8 V5
Na2 O7 Sb4
In5 S12 Tb3
H20 Be2 Co1 F8 N2 O6
H1 Ca1 O4 P1
H1 Ca1 O4 P1
O4 Sb2
C4 H10 Mg5 O18
C4 H2 Cs2 N4 O1 Pt1
Ba1 Co1 O3
Ca3 O8 P2
Na2 O8 Si3 Zn1
O3 Ti1.9
O3 Ti1.904
O3 Ti1.85
O3 Ti1.86
O3 Ti1.886
O3 Ti1.904
O3 Ti1.878
O3 Ti1.87
H4 Cr2 Fe1 N1 O8
Li1 Te3
H10 Na2 O8 S2
Cr1 P1 S4
Cr1 F6 Mn1 Na1
Cr1 F5 Mn1
H10 N2 O4 S1
H7 Cu3 N1 O6 P2
H18 Na1 O19 P3 Zn2
H3 Ba1 Cr2 O11 P1
H7 Ba1 Cr2 O13 P1
H5 Al1 N1 O10 P3
F0.948 O0.026 Se1 Y1
H2 Mg5 O10 Si2
F4 O2 Sn4
Ag4 P2 S7
Ag1 Er1 Se2
C1 N1 Na1 S1
C1 N1 Na1 S1
C1 N1 Na1 S1
C1 H4 N2 S1
C1 H4 N2 S1
Au3 Sb4 Y3
H3 K3 N1 O11.5 S3
H3.58 Al22 O34.79
H4 Ca1 Cl2 O2
H4 Fe1 O11 P3
H2 Mn1 N2 O7
Ca2 O4 Si1
C5 H8 Fe1 N6 O5 Sr1
As2 Ca1 Fe1 O7 Sb1
O8 P2 Sn3
B2 K3 Nb3 O12
B2 K3 Nb3 O12
H8 Ca1 N2 O10
Cu2 Mn3 O8
B314.7
H8 Bi2 Br10 K4 O4
H4 Bi1 I10 O2 Rb5
C4 H6 N4 Na2 O3 Pt1
Pu5 Rh4
Ir3 Pu5
Ir3 Pu5
Na1 O3 Ta1
Fe0.856 O1
N1 Nb1
C6 H20 Cr1 N6 Na4 O10
H10 Ce2 O18 S3
H4 Ce1 Cr2 O10
As2.74 V5
As2 O5
H17 Cl1 Co1 N5 O4 S2
Ru1 Sb1
Rh1 Sb1
P2 Ru1
Os1 P2
As2 Ru1
As2 Os1
Ru1 Sb2
Os1 Sb2
C3.4 Co3 W10
As2 V3
C6 Cs2 Fe1 Li1 N6
C6 Cs2 Fe1 Li1 N6
H18 Fe1 N3 O18
C2 H4 Cu1 N2 Na1 O2
Cl1 Sc1
Ba2 Eu1 Nb1 O5.5
Ba1 Eu2 O5.5 Ta1
H2 Mo2 Na2 O10 Zn2
C4 H3 N4 O1.5 Pt1 Rb2
Cl4 Nb1
C11 H2 O11 Os3
C12 O12 Os3
As2 F12 S3 Te3
F12 Sb2 Se4 Te2
As2 F12 Se4 Te2
H34 Cl4 N10 O2 Ru2 S2
H18 Ca6 Fe9 O51 P9
Cl10 Sc7
H21 N9 O12 Pt3
H6 N4 O6 Pt1
H15.64 Al18 K9 Na15 O88.82 S2 Si18
Ga1 Ge3 K1 O8
H2 Al2 Ca2 O8 Si1
Bi2 Ni3 Se2
Fe2 Na4 O5
Mn2 Na4 O5
Ca2 Cl2 Cu1 O2
Br2 Ca2 Cu1 O2
Co1 I4 Rb2
Cs2 S1
N1 Nb1 O1
N1 O1 Ta1
Ag3 Cs1 S2
Ag3 Rb1 S2
As1 Na3 S3
Al1 Li5 O4
Ba2 Cl1 Cu1 O2
C5 Br1 O5 Re1
Al1 Cl4 Li1
H4 Cu1 O6 U1
Ca1 O5 Si1 Sn1
Li2 O4 W1
Li2 O4 W1
Li2 O4 W1
Cl9 P1 V1
Ba1 Cu1 O2
Ba44 Cl4 Cu45 O87
Ba88 Br2 Cu88 O175
C4 H2 Cs2 N4 O1 Pt1
K0.33 Mo1 O3
Ag8 S6 Si1
Cl2 Cu2 O1
Ca1 Ho1 O2.5
Cu2 Ho2 O5
Cu1 La2 O4
Al3 Ba10 Ge7
As4 Mg1
H3 Na1 O6 Se2
Mo5 O16 Te1
Li2 Mo3 Ni2 O12
Nb2 O6 Pb1
C2 N2 S3
Ga2 Te5
Ge1 Mg2 O4
H4 N4 S4
Si2 Ti1
Al3.24 B44
I0.33 Nb1 Se4
O3 U1
O3 U1
O3 U1
P2 Pd15
H35 Cl5 Cr2 N10 O3
H15 Cr1 O15 S2
Rh2 Sm3
H5 Cu1 N1 O4 Te1
H14 Cl4 K2 O18 U4
Ag0.2 Mg1 Zn1.8
Cr2 O18 P6
In1 S6 Sm3
Br1 O2 U1
Na2 O4 Te1
O2 Si1
Pt20 Pu31
Pu31 Rh20
H1 As1 Cu2 O5
Cd1 Li2 O4 Si1
Nd1 O12 P4 Rb1
Mn2 N0.86
Cl1 Na1 O3
Fe6 Na14 O16
O2 Rb2 Zn1
K2 O7 Zn6
Cl8 N1 O1 Sb1
C2 Cs2 Mo1 O4 S5
Li1 O9 P3 Pb1
H8 Ag1 Ba1 O13 P3
B7 Cl1 Li4 O12
B7 Cl1 Li4 O12
B7 Cl1 Li4.07 O12
Ba1 F1 I1
Ba1 Br1 F1
Ca1 Cl1 F1
H1 I2 K1 O6
Bi3.78 Ce1.25 S8
Mo1 Ni1 P1
C6 H1.5 K4.5 N7 O2 V1
H6 Li1 N1 O6
H20 Al4 Ba0.5 K0.02 O42 Si12 Sr1.48
Cl1 K1 O4
C4 H10 Cs1 O13 Ti1
Cl4 Mn1 Rb2
H12 Ca1 Cl2 O6
H12 Br2 Ca1 O6
Bi2 Br9 Cs3
Cu3 O8 P2
N3 Na1
Fe2 O6 W1
Fe2 O6 W1
H14 Mg1 O18 Si2 U2
H2 O7 Pb1 Si1 U1
Al6 Ca1 Fe6 O19
Ba2 Mn1 Te3
Ag1 Au1 Cl4
Cu1 Na2 P1
Ag1 As1 K2
Ag1 K2 Sb1
Ag1 Bi1 K2
As1 Mg0.89 Mn4.11 O12 Sb1 Si1
Cl4 Os1
H2 Cl8 Cs2 O1 Re2
H4 F5 Fe2 O2
Br1 Zr1
C4 H0.4 F0.8 N4 Pt1 Rb2
Ba3 Ni1 O9 Sb2
Br2 Cu1 O2 Sr2
La2 Ni1 O4
Li8 O6 Sn1
Cs2 O3 Pr1
O3 Rb2 Tb1
Ga1 Gd1 O5 Sr2
C1 B1 F6 K1
Co1 Ge1.5 S1.5
Co1 Ge1.5 Se1.5
H4 Co5 O12 P2
H4 Mn5 O12 P2
I3 Pb1 Tl1
H6 B3 Cl6 N3
Sn3 Sr5
H10 N2 O7 U1
H10 N2 O7 U1
H10 N2 O7 U1
Cr0.9375 N1 V0.0625
Cr0.875 N1 V0.125
H5 Ca1 N1 O7 P2
Cu0.9 Mo3 S4
Cu1.38 Mo3 S4
Cu1.47 Mo3 S4
Cu1.83 Mo3 S4
Al1.42 Ba0.4 K0.6 O8 Si2.58
Al1.42 Ba0.4 K0.6 O8 Si2.58
H28 Mo5 Na6 O37 P2
H16 Ge1 Mo12 Na4 O48
Cd1 Cs1 O9 P3
As2 Eu4 O1
C8 H10 Hf1 K4 O21
H3 O3 Tb1
Cd4.638 I1.388 O12 V3
Br1.523 Cd4.821 O12 P3
As3 Br1.537 Cd4.921 O12
Br1.406 Cd4.86 O12 V3
C4 H6 K1 N4 Na1 O3 Pt1
H6 As4 Ba1 O14
C4 H9 Ba1 Br2 N4 O4.5 Pt1
Al9.1 Ca2.4 K1.6 Mg0.7 Na0.9 O72 Si26.9
H2.666 B1 K1 O3.333
Al1 Ho1 O3
Ba1 Si2
K6 Si2 Te6
O2 Rb9
Cl6 Cs1 W1
Li2 Sb1 Zn1
Bi3 In5
Bi3 In5
Bi3 In5
Bi1 In2
Bi1 In2
Bi1 In2
Bi1 In2
Bi1 In1
Bi1 In1
Bi1 In1
Bi1 In1
Bi1 In1
Ge1 S1
I10 Pb1 Tl6
Ge1 Li1.08 Zn0.92
As1 Cu0.917 Li1
Au1 Ge1 Na2
Cl5 Pb1 Tl3
K2 S3
K2 Se3
H20 Cr1 F5 N2 O6
Cs1 Nb1 O3
Cl4 Cs1 Fe1
Bi1 F3
O2 Rb1 Sc1
O3 Pb1 Se1
C15 H1 O15 Os3 Re1
C12 O12 Ru3
Cu1 K2 N6 O12 Pb1
F22 O4 Te5
C10 H2 O10 Os3
C18 H28 Fe7 N18 O14
C12 H26 Co2 Mn3 N12 O13
C12 H26 Co2 Mn3 N12 O13
C15.996 H34.658 Cd3.999 Co2.666 N15.996 O17.329
H4 O9 P2 Zr1
Al2 Ba1 Ge2 O8
O107 Rb22 W32
F0.937 Se1 Y1
F5 Fe1 K2
Fe4 La1 P12
Ni2 Y3
H5 Na2 O6 P1
H10 Cd1 N1 Na1 O10 P2
Be1 O6 P2
Cu5 O10 P2
Al167.8 Fe44.9 Si23.9
Ca31 Sn20
C2 H3 Na1 O5
C2 H3 Na1 O5
H4 Ba1 O8 P2
N6 Pb1
Ag6 O7 Si2
H2 Ag2 N2 O2 S1
Cl1 Na1 O3
Br1 Na1 O3
Ca1 Cu3 Ge4 O12
