formula,target
Ti0.07 Cu0.54 Zr0.33 Ag0.06 ,29.0
Cu0.575 Ga0.05 Zr0.375 ,40.0
Al0.1 Ti0.05 Ni0.08 Cu0.2 Zr0.57 ,43.3
Al0.07 Cu0.43 Zr0.48 Ag0.02 ,61.0
Al0.07 Cu0.42 Zr0.48 Ag0.03 ,63.0
P0.2 Ni0.1 Cu0.275 Pd0.425 ,81.0
Ti0.1 Ni0.05 Cu0.45 Zr0.3 Ag0.1 ,28.0
P0.2 Ni0.075 Cu0.3 Pd0.425 ,84.0
Ti0.1 Cu0.5 Zr0.3 Ag0.1 ,32.0
P0.2 Ni0.1 Cu0.27 Pd0.43 ,84.0
Cu0.55 Ga0.05 Zr0.4 ,43.0
P0.18 Ni0.1 Cu0.3 Pd0.42 ,44.0
Cu0.525 Ga0.075 Zr0.4 ,33.0
Al0.1 Cu0.4 Zr0.4 Ag0.1 ,55.0
P0.2 Ni0.1 Cu0.25 Pd0.45 ,80.0
Al0.096 Ti0.04 Ni0.125 Cu0.173 Zr0.5660000000000001 ,78.4
Al0.121 Ni0.1745 Cu0.0795 Zr0.625 ,69.3
Cu0.525 Ga0.05 Zr0.425 ,44.0
Al0.08 Cu0.42 Zr0.42 Ag0.08 ,75.0
Cu0.55 Ga0.025 Zr0.425 ,53.0
P0.2 Ni0.05 Cu0.3 Pd0.45 ,82.0
Al0.07 Cu0.43 Zr0.43 Ag0.07 ,87.0
Al0.10699999999999997 Ni0.1415 Cu0.13649999999999998 Zr0.6149999999999999 ,68.1
Al0.114 Ni0.163 Cu0.093 Zr0.63 ,68.9
Ti0.1 Cu0.43 Zr0.4 Ag0.07 ,51.0
Al0.06 Cu0.44 Zr0.44 Ag0.06 ,92.0
Al0.08 Cu0.4 Zr0.44 Ag0.08 ,98.0
Al0.05 Cu0.45 Zr0.45 Ag0.05 ,86.0
Al0.07 Cu0.4 Zr0.48 Ag0.05 ,70.0
Al0.1 Fe0.05 Cu0.23 Zr0.62 ,100.0
Al0.107 Ni0.151 Cu0.107 Zr0.635 ,71.0
Al0.08 Cu0.36 Zr0.44 Ag0.08 Hf0.04 ,101.0
Al0.08 Cu0.38 Zr0.46 Ag0.08 ,103.0
Cu0.57 Zr0.36 Ag0.07 ,43.0
Al0.101 Ni0.142 Cu0.117 Zr0.64 ,59.4
Al0.08 Cu0.3764 Zr0.46 Ag0.0836 ,73.0
Ti0.1 Cu0.45 Zr0.3 Ag0.15 ,30.0
Al0.08 Cu0.36 Zr0.46 Ag0.08 Hf0.02 ,58.0
Al0.08 Ni0.06 Cu0.3 Zr0.48 Ag0.08 ,84.0
Ti0.05 Cu0.49 Zr0.36 Ag0.1 ,46.0
Al0.08 Cu0.36 Zr0.48 Ag0.08 ,103.33333333333331
Ti0.07 Cu0.464 Zr0.35 Ag0.116 ,43.0
Al0.099 Fe0.0495 Cu0.2277 Zr0.6138 Ag0.01 ,97.0
Al0.09700000000000003 Fe0.048500000000000015 Cu0.2231 Zr0.6014 Ag0.03 ,85.0
Cu0.48 Zr0.48 Ag0.04 ,62.0
Cu0.49 Zr0.49 Ag0.02 ,41.0
Al0.0007602085143353606 Cu0.4995655951346655 Zr0.4995655951346655 Gd0.00010860121633362293 ,77.5
Cu0.5 Zr0.5 ,47.0
Ti0.07 Cu0.43 Zr0.43 Ag0.07 ,44.0
Al0.04 Ni0.61 Zr0.22 Nb0.07 Ta0.06 ,60.0
Al0.08 Cu0.34 Zr0.48 Ag0.08 Au0.02 ,98.0
Al0.07 Cu0.37 Zr0.48 Ag0.08 ,67.0
Cu0.48 Zr0.5 Ag0.02 ,51.0
Al0.08699999999999998 Ni0.11899999999999998 Cu0.14400000000000002 Zr0.6499999999999999 ,62.5
Al0.08 Cu0.34 Zr0.5 Ag0.08 ,100.0
Al0.08 Cu0.32 Zr0.48 Ag0.08 Au0.04 ,93.0
Al0.08 Ni0.26 Zr0.66 ,35.6
Al0.09 Ni0.09 Cu0.16 Zr0.66 ,79.5
Cu0.54 Zr0.36 Ag0.1 ,40.0
Al0.08 Ni0.19 Cu0.07 Zr0.66 ,58.4
Ti0.1 Cu0.6 Zr0.2 Hf0.1 ,43.0
Al0.08 Ni0.14 Cu0.12 Zr0.66 ,77.4
Al0.075 Ni0.1 Cu0.175 Zr0.65 ,79.1
Cu0.46 Zr0.54 ,50.0
Ti0.225 Cu0.6 Hf0.175 ,23.0
Al0.095 Fe0.0475 Cu0.21850000000000006 Zr0.589 Ag0.05 ,84.0
Ti0.1 Cu0.4 Zr0.3 Ag0.2 ,31.0
Al0.056 Ni0.065 Cu0.224 Zr0.655 ,103.0
Cu0.47 Zr0.47 Ag0.06 ,48.0
Al0.08 Ni0.16 Cu0.06 Zr0.7 ,74.0
Al0.08 Ni0.11 Cu0.11 Zr0.7 ,73.0
Al0.08 Ni0.085 Cu0.135 Zr0.7 ,82.0
Al0.08 Ni0.06 Cu0.16 Zr0.7 ,66.0
Cu0.45 Zr0.5 Ag0.05 ,59.0
Al0.03 Cu0.45 Zr0.45 Ag0.07 ,80.0
Al0.093 Fe0.046500000000000014 Cu0.2139 Zr0.5766 Ag0.07 ,87.0
Al0.08 Ni0.19 Cu0.03 Zr0.7 ,70.0
Al0.08 Cu0.3 Zr0.48 Pd0.06 Ag0.08 ,87.0
Cu0.46 Zr0.46 Ag0.08 ,68.0
Al0.08 Ni0.03 Cu0.19 Zr0.7 ,59.0
Cu0.45 Zr0.45 Ag0.1 ,62.5
Cu0.43 Zr0.5 Ag0.07 ,58.0
Cu0.44 Zr0.44 Ag0.12 ,80.0
Ti0.1 Cu0.35 Zr0.3 Ag0.25 ,29.0
Ti0.2 Cu0.6 Hf0.2 ,27.0
Cu0.4 Zr0.5 Ag0.1 ,66.0
Al0.08 Cu0.36 Zr0.42 Ag0.08 Hf0.06 ,101.0
Cu0.43 Zr0.43 Ag0.07 In0.07 ,44.0
Ni0.6 Nb0.3 Ta0.1 ,27.0
Cu0.42 Zr0.42 Ag0.16 ,72.0
Cu0.38 Zr0.5 Ag0.12 ,71.0
Al0.08 Cu0.3 Zr0.48 Ag0.08 Au0.06 ,90.0
Al0.06862745098039216 Co0.0196078431372549 Ni0.0196078431372549 Cu0.4901960784313725 Ag0.09803921568627452 La0.30392156862745096 ,60.0
Al0.07777777777777778 Co0.05555555555555555 Ni0.05555555555555555 Cu0.3888888888888889 Ag0.07777777777777778 La0.34444444444444444 ,73.0
Si0.165 Cu0.12 Pd0.715 ,28.0
Ti0.14400000000000002 Cu0.5760000000000001 Nb0.04 Hf0.24 ,42.0
Ti0.147 Cu0.588 Nb0.02 Hf0.245 ,46.0
Ti0.15 Cu0.6 Hf0.25 ,60.0
Al0.14580031695721074 Ni0.20760697305863707 Cu0.20760697305863707 La0.438985736925515 ,65.0
Al0.08139534883720931 Co0.06976744186046513 Ni0.06976744186046513 Cu0.3488372093023256 Ag0.06976744186046513 La0.36046511627906974 ,42.0
Ti0.141 Cu0.564 Nb0.06 Hf0.235 ,40.0
Ti0.13799999999999998 Cu0.5519999999999999 Nb0.08 Hf0.23 ,38.0
Cu0.45 Zr0.35 Ag0.1 Hf0.1 ,79.0
Si0.165 Cu0.1 Pd0.735 ,40.0
Al0.14251592356687898 Ni0.20382165605095545 Cu0.20382165605095545 La0.44984076433121023 ,59.0
Al0.25 Co0.2 Y0.15 Sm0.4 ,67.0
Al0.24 Co0.2 Y0.2 Gd0.36 ,55.0
Al0.07446808510638298 Co0.0425531914893617 Ni0.0425531914893617 Cu0.425531914893617 Ag0.0851063829787234 La0.3297872340425532 ,62.0
Al0.14011208967173738 Ni0.19935948759007205 Cu0.19935948759007205 La0.4611689351481185 ,74.0
Si0.17 Cu0.06 Pd0.77 ,44.0
Si0.165 Cu0.06 Pd0.775 ,43.66666666666666
Al0.24 Co0.2 Y0.2 Tb0.36 ,67.0
Al0.13665594855305466 Ni0.19614147909967844 Cu0.19614147909967844 La0.4710610932475885 ,68.0
Al0.25 Co0.2 La0.55 ,63.0
Zr1.0 ,0.4029999999999999
Al0.13408723747980614 Ni0.19224555735056545 Cu0.19224555735056545 La0.4814216478190631 ,59.0
Al0.24 Co0.2 Y0.21 Ho0.35 ,52.0
Al0.25 Ni0.2 La0.55 ,64.1
Si0.1 P0.05 Cu0.06 Pd0.79 ,73.0
Si0.18 Pd0.82 ,0.0
Al0.25 Ni0.15 Cu0.05 La0.55 ,67.6
Al0.25 Co0.05 Ni0.05 Cu0.1 La0.55 ,76.6
Al0.25 Ni0.1 Cu0.1 La0.55 ,79.8
Si0.1 P0.05 Cu0.05 Pd0.79 Ag0.01 ,70.0
Al0.25 Ni0.05 Cu0.15 La0.55 ,60.9
Si0.1683673469387755 Cu0.040816326530612235 Pd0.7908163265306123 ,40.0
Al0.25 Cu0.2 La0.55 ,42.95
Al0.1323051948051948 Ni0.1883116883116883 Cu0.1883116883116883 La0.4910714285714286 ,51.0
Si0.165 Cu0.04 Pd0.795 ,41.0
Al0.1295843520782396 Ni0.1850040749796251 Cu0.1850040749796251 La0.5004074979625102 ,46.0
Ni0.6 Nd0.4 ,0.0
Si0.1 P0.05 Cu0.02 Pd0.79 Ag0.04 ,71.0
Al0.12745098039215685 Ni0.1830065359477124 Cu0.1830065359477124 La0.5065359477124183 ,43.0
Al0.1129032258064516 Ni0.1935483870967742 Cu0.1935483870967742 La0.5 ,29.0
Al0.25 Co0.2 Pr0.55 ,76.0
Al0.25 Cu0.15 Ag0.05 La0.55 ,51.0
Al0.12489728841413313 Ni0.1783073130649137 Cu0.1783073130649137 La0.5184880854560394 ,40.0
Al0.24509803921568624 Co0.21568627450980396 Nd0.5392156862745098 ,68.0
Al0.25 Co0.2 Y0.16 Tm0.39 ,71.0
Al0.1208609271523179 Ni0.17218543046357618 Cu0.17218543046357618 La0.5347682119205298 ,36.0
Al0.2 Cu0.2 Ag0.05 La0.55 ,74.0
Cu0.45 Zr0.25 Ag0.1 Hf0.2 ,85.0
Al0.11666666666666667 Ni0.16666666666666666 Cu0.16666666666666666 La0.55 ,28.5
Al0.25 Co0.2 Y0.16 Lu0.39 ,82.0
Al0.25 Co0.2 Sm0.55 ,26.0
Al0.175 Cu0.2 Ag0.075 La0.55 ,73.0
Al0.11864406779661014 Ni0.15254237288135594 Cu0.15254237288135594 La0.576271186440678 ,26.0
Al0.1111111111111111 Ni0.15824915824915825 Cu0.15824915824915825 La0.5723905723905724 ,26.0
Al0.24 Fe0.02 Co0.18 Y0.1 Dy0.46 ,50.0
Si0.07222222222222223 Cu0.022222222222222227 Pd0.9055555555555556 ,37.0
Al0.15 Cu0.2 Ag0.1 La0.55 ,67.0
Al0.1206896551724138 Ni0.13793103448275862 Cu0.13793103448275862 La0.603448275862069 ,25.0
Al0.1054421768707483 Ni0.14965986394557826 Cu0.14965986394557826 La0.5952380952380952 ,21.0
Al0.25 Co0.2 Gd0.55 ,72.0
Al0.14 Ni0.12 Cu0.12 La0.62 ,29.0
Mg0.05 Al0.09 Cu0.24 La0.62 ,41.0
Al0.14 Cu0.24 La0.62 ,48.0
Al0.055999999999999994 Ni0.2 Cu0.2 Pr0.544 ,17.0
Al0.15 Cu0.2 Ag0.05 La0.6 ,80.0
Al0.25 Co0.2 Tb0.55 ,62.0
Al0.14 Cu0.22 Ag0.02 La0.62 ,54.0
Al0.16 Co0.1 Ni0.05 Cu0.05 La0.32 Ce0.32 ,48.0
Al0.16 Co0.08 Ni0.05 Cu0.07 La0.32 Ce0.32 ,55.0
Al0.16 Co0.05 Ni0.05 Cu0.1 La0.32 Ce0.32 ,54.0
Al0.16 Ni0.05 Cu0.15 La0.32 Ce0.32 ,48.0
Al0.14 Cu0.2 Ag0.04 La0.62 ,52.0
Al0.24 Co0.2 Y0.06 Er0.5 ,51.0
Al0.25 Co0.2 Dy0.55 ,73.0
Al0.075 Cu0.525 Hf0.4 ,54.0
Mg0.028 Al0.112 Cu0.24 La0.62 ,36.0
Al0.14 Cu0.19 Ag0.05 La0.62 ,51.0
Al0.16 Co0.03 Ni0.05 Cu0.12 La0.32 Ce0.32 ,49.0
Al0.14 Ni0.1 Cu0.1 La0.66 ,54.0
Mg0.032 Al0.108 Cu0.24 La0.62 ,34.0
Al0.14 Cu0.18 Ag0.06 La0.62 ,51.0
Al0.1 Fe0.2 Co0.1 Nd0.6 ,130.0
Al0.14 Cu0.2 La0.66 ,54.0
Mg0.035 Al0.105 Cu0.24 La0.62 ,45.0
Al0.125 Fe0.05 Cu0.15 Ag0.05 La0.625 ,55.0
Al0.125 Co0.05 Cu0.15 Ag0.05 La0.625 ,77.0
Al0.1 Ni0.1 Cu0.2 Pr0.6 ,35.0
Al0.2 Mn0.03 Ni0.22 Gd0.55 ,70.0
Cu0.45 Zr0.15 Ag0.1 Hf0.3 ,87.0
Al0.14 Cu0.17 Ag0.07 La0.62 ,52.0
Al0.125 Cu0.2 Ag0.05 La0.625 ,83.0
Mg0.042 Al0.098 Cu0.24 La0.62 ,56.0
Al0.25 Co0.2 Ho0.55 ,58.0
Al0.14 Cu0.16 Ag0.08 La0.62 ,51.0
Al0.09 Cu0.49 Hf0.42 ,85.0
Al0.05785123966942149 Ni0.17355371900826447 Cu0.17355371900826447 Pr0.5950413223140496 ,15.0
Al0.125 Co0.025 Cu0.175 Ag0.05 La0.625 ,76.5
Al0.25 Ni0.15 Gd0.6 ,45.0
Al0.25 Co0.2 Er0.55 ,59.0
Al0.024 Ni0.2 Cu0.2 Pr0.5760000000000001 ,35.0
Al0.1 Cu0.2 Ag0.05 La0.65 ,78.0
Al0.25 Co0.2 Tm0.55 ,55.0
Al0.14 Ni0.0975 Cu0.2925 Hf0.47 ,85.0
Al0.15 Cu0.15 Ce0.7 ,42.0
Al0.15 Co0.25 Gd0.6 ,45.0
Al0.13 Ni0.0975 Cu0.2925 Hf0.48 ,89.0
Al0.1 Fe0.02 Cu0.2 Ce0.68 ,71.0
Al0.1 Cu0.2 Ce0.7 ,67.0
Al0.25 Co0.2 Lu0.55 ,80.0
Al0.07 Cu0.25 Pr0.68 ,20.0
Al0.12 Ni0.0925 Cu0.2775 Hf0.51 ,95.0
Si0.2 Cu0.29 Ag0.05 Au0.46 ,25.0
Cu0.25 Pr0.75 ,0.3720000000000001
Mg0.175 Cu0.05 Zn0.15 Yb0.625 ,37.5
Si0.163 Cu0.269 Pd0.023 Ag0.055 Au0.49 ,58.0
Si0.165 Cu0.292 Pd0.023 Au0.52 ,34.0
Si0.2 Cu0.25 Au0.55 ,35.0
P0.225 Ni0.053 Cu0.147 Pt0.575 ,98.0
